AdoptID,Date,CityID,ShelterIntake,Adoptions,City,State
5385,2025-12-02,15,0,0,Kochi,Kerala
5386,2025-12-03,15,0,0,Kochi,Kerala
5387,2025-12-04,15,0,0,Kochi,Kerala
5388,2025-12-05,15,0,0,Kochi,Kerala
5389,2025-12-06,15,0,0,Kochi,Kerala
5390,2025-12-07,15,0,0,Kochi,Kerala
5391,2025-12-08,15,0,0,Kochi,Kerala
5392,2025-12-09,15,0,0,Kochi,Kerala
5393,2025-12-10,15,0,0,Kochi,Kerala
5394,2025-12-11,15,0,0,Kochi,Kerala
5395,2025-12-12,15,0,0,Kochi,Kerala
5396,2025-12-13,15,0,0,Kochi,Kerala
5397,2025-12-14,15,0,0,Kochi,Kerala
5398,2025-12-15,15,0,0,Kochi,Kerala
5399,2025-12-16,15,0,0,Kochi,Kerala
5400,2025-12-17,15,0,0,Kochi,Kerala
5401,2025-12-18,15,0,0,Kochi,Kerala
5402,2025-12-19,15,0,0,Kochi,Kerala
5403,2025-12-20,15,0,0,Kochi,Kerala
5404,2025-12-21,15,0,0,Kochi,Kerala
5405,2025-12-22,15,0,0,Kochi,Kerala
5406,2025-12-23,15,0,0,Kochi,Kerala
5407,2025-12-24,15,0,0,Kochi,Kerala
5408,2025-12-25,15,0,0,Kochi,Kerala
5409,2025-12-26,15,0,0,Kochi,Kerala
5410,2025-12-27,15,0,0,Kochi,Kerala
5411,2025-12-28,15,0,0,Kochi,Kerala
5412,2025-12-29,15,0,0,Kochi,Kerala
5413,2025-12-30,15,0,0,Kochi,Kerala
5414,2025-12-31,15,0,0,Kochi,Kerala
5415,2025-01-01,16,0,0,Indore,Madhya Pradesh
5416,2025-01-02,16,0,0,Indore,Madhya Pradesh
5417,2025-01-03,16,0,0,Indore,Madhya Pradesh
5418,2025-01-04,16,0,0,Indore,Madhya Pradesh
5419,2025-01-05,16,0,0,Indore,Madhya Pradesh
5420,2025-01-06,16,0,0,Indore,Madhya Pradesh
5421,2025-01-07,16,0,0,Indore,Madhya Pradesh
5422,2025-01-08,16,0,0,Indore,Madhya Pradesh
5423,2025-01-09,16,0,0,Indore,Madhya Pradesh
5424,2025-01-10,16,0,0,Indore,Madhya Pradesh
5425,2025-01-11,16,0,0,Indore,Madhya Pradesh
5426,2025-01-12,16,0,0,Indore,Madhya Pradesh
5427,2025-01-13,16,0,0,Indore,Madhya Pradesh
5428,2025-01-14,16,0,0,Indore,Madhya Pradesh
5429,2025-01-15,16,0,0,Indore,Madhya Pradesh
5430,2025-01-16,16,0,0,Indore,Madhya Pradesh
5431,2025-01-17,16,0,0,Indore,Madhya Pradesh
5432,2025-01-18,16,0,0,Indore,Madhya Pradesh
5433,2025-01-19,16,0,0,Indore,Madhya Pradesh
5434,2025-01-20,16,0,0,Indore,Madhya Pradesh
5435,2025-01-21,16,0,0,Indore,Madhya Pradesh
5436,2025-01-22,16,0,0,Indore,Madhya Pradesh
5437,2025-01-23,16,0,0,Indore,Madhya Pradesh
5438,2025-01-24,16,0,0,Indore,Madhya Pradesh
5439,2025-01-25,16,0,0,Indore,Madhya Pradesh
5440,2025-01-26,16,0,0,Indore,Madhya Pradesh
5441,2025-01-27,16,0,0,Indore,Madhya Pradesh
5442,2025-01-28,16,0,0,Indore,Madhya Pradesh
5443,2025-01-29,16,0,0,Indore,Madhya Pradesh
5444,2025-01-30,16,0,0,Indore,Madhya Pradesh
5445,2025-01-31,16,0,0,Indore,Madhya Pradesh
5446,2025-02-01,16,0,0,Indore,Madhya Pradesh
5447,2025-02-02,16,0,0,Indore,Madhya Pradesh
5448,2025-02-03,16,0,0,Indore,Madhya Pradesh
5449,2025-02-05,16,0,0,Indore,Madhya Pradesh
5450,2025-02-06,16,0,0,Indore,Madhya Pradesh
5451,2025-02-07,16,0,0,Indore,Madhya Pradesh
5452,2025-02-08,16,0,0,Indore,Madhya Pradesh
5453,2025-02-09,16,0,0,Indore,Madhya Pradesh
5454,2025-02-10,16,0,0,Indore,Madhya Pradesh
5455,2025-02-11,16,0,0,Indore,Madhya Pradesh
5456,2025-02-12,16,0,0,Indore,Madhya Pradesh
5457,2025-02-13,16,0,0,Indore,Madhya Pradesh
5458,2025-02-14,16,0,0,Indore,Madhya Pradesh
5459,2025-02-16,16,0,0,Indore,Madhya Pradesh
5460,2025-02-17,16,0,0,Indore,Madhya Pradesh
5461,2025-02-18,16,0,0,Indore,Madhya Pradesh
5462,2025-02-19,16,0,0,Indore,Madhya Pradesh
5463,2025-02-20,16,0,0,Indore,Madhya Pradesh
5464,2025-02-21,16,0,0,Indore,Madhya Pradesh
5465,2025-02-22,16,0,0,Indore,Madhya Pradesh
5466,2025-02-23,16,0,0,Indore,Madhya Pradesh
5467,2025-02-24,16,0,0,Indore,Madhya Pradesh
5468,2025-02-25,16,0,0,Indore,Madhya Pradesh
5469,2025-02-26,16,0,0,Indore,Madhya Pradesh
5470,2025-02-27,16,0,0,Indore,Madhya Pradesh
5471,2025-02-28,16,0,0,Indore,Madhya Pradesh
5472,2025-03-01,16,0,0,Indore,Madhya Pradesh
5473,2025-03-03,16,0,0,Indore,Madhya Pradesh
5474,2025-03-04,16,0,0,Indore,Madhya Pradesh
5475,2025-03-05,16,0,0,Indore,Madhya Pradesh
5476,2025-03-06,16,0,0,Indore,Madhya Pradesh
5477,2025-03-07,16,0,0,Indore,Madhya Pradesh
5478,2025-03-08,16,0,0,Indore,Madhya Pradesh
5479,2025-03-09,16,0,0,Indore,Madhya Pradesh
5480,2025-03-10,16,0,0,Indore,Madhya Pradesh
5481,2025-03-11,16,0,0,Indore,Madhya Pradesh
5482,2025-03-12,16,0,0,Indore,Madhya Pradesh
5483,2025-03-13,16,0,0,Indore,Madhya Pradesh
5484,2025-03-14,16,0,0,Indore,Madhya Pradesh
5485,2025-03-15,16,0,0,Indore,Madhya Pradesh
5486,2025-03-16,16,0,0,Indore,Madhya Pradesh
5487,2025-03-17,16,0,0,Indore,Madhya Pradesh
5488,2025-03-18,16,0,0,Indore,Madhya Pradesh
5489,2025-03-19,16,0,0,Indore,Madhya Pradesh
5490,2025-03-20,16,0,0,Indore,Madhya Pradesh
5491,2025-03-21,16,0,0,Indore,Madhya Pradesh
5492,2025-03-22,16,0,0,Indore,Madhya Pradesh
5493,2025-03-23,16,0,0,Indore,Madhya Pradesh
5494,2025-03-24,16,0,0,Indore,Madhya Pradesh
5495,2025-03-25,16,0,0,Indore,Madhya Pradesh
5496,2025-03-26,16,0,0,Indore,Madhya Pradesh
5497,2025-03-27,16,0,0,Indore,Madhya Pradesh
5498,2025-03-28,16,0,0,Indore,Madhya Pradesh
5499,2025-03-29,16,0,0,Indore,Madhya Pradesh
5500,2025-03-30,16,0,0,Indore,Madhya Pradesh
5501,2025-03-31,16,0,0,Indore,Madhya Pradesh
5502,2025-04-01,16,0,0,Indore,Madhya Pradesh
5503,2025-04-02,16,0,0,Indore,Madhya Pradesh
5504,2025-04-03,16,0,0,Indore,Madhya Pradesh
5505,2025-04-04,16,0,0,Indore,Madhya Pradesh
5506,2025-04-05,16,0,0,Indore,Madhya Pradesh
5507,2025-04-06,16,0,0,Indore,Madhya Pradesh
5508,2025-04-07,16,0,0,Indore,Madhya Pradesh
5509,2025-04-08,16,0,0,Indore,Madhya Pradesh
5510,2025-04-09,16,0,0,Indore,Madhya Pradesh
5511,2025-04-10,16,0,0,Indore,Madhya Pradesh
5512,2025-04-11,16,0,0,Indore,Madhya Pradesh
5513,2025-04-12,16,0,0,Indore,Madhya Pradesh
5514,2025-04-13,16,0,0,Indore,Madhya Pradesh
5515,2025-04-14,16,0,0,Indore,Madhya Pradesh
5516,2025-04-15,16,0,0,Indore,Madhya Pradesh
5517,2025-04-16,16,0,0,Indore,Madhya Pradesh
5518,2025-04-17,16,0,0,Indore,Madhya Pradesh
5519,2025-04-18,16,0,0,Indore,Madhya Pradesh
5520,2025-04-19,16,0,0,Indore,Madhya Pradesh
5521,2025-04-20,16,0,0,Indore,Madhya Pradesh
5522,2025-04-21,16,0,0,Indore,Madhya Pradesh
5523,2025-04-22,16,0,0,Indore,Madhya Pradesh
5524,2025-04-23,16,0,0,Indore,Madhya Pradesh
5525,2025-04-24,16,0,0,Indore,Madhya Pradesh
5526,2025-04-25,16,0,0,Indore,Madhya Pradesh
5527,2025-04-26,16,0,0,Indore,Madhya Pradesh
5528,2025-04-27,16,0,0,Indore,Madhya Pradesh
5529,2025-04-28,16,0,0,Indore,Madhya Pradesh
5530,2025-04-29,16,0,0,Indore,Madhya Pradesh
5531,2025-04-30,16,0,0,Indore,Madhya Pradesh
5532,2025-05-01,16,0,0,Indore,Madhya Pradesh
5533,2025-05-03,16,0,0,Indore,Madhya Pradesh
5534,2025-05-04,16,0,0,Indore,Madhya Pradesh
5535,2025-05-05,16,0,0,Indore,Madhya Pradesh
5536,2025-05-06,16,0,0,Indore,Madhya Pradesh
5537,2025-05-07,16,0,0,Indore,Madhya Pradesh
5538,2025-05-08,16,0,0,Indore,Madhya Pradesh
5539,2025-05-09,16,0,0,Indore,Madhya Pradesh
5540,2025-05-10,16,0,0,Indore,Madhya Pradesh
5541,2025-05-11,16,0,0,Indore,Madhya Pradesh
5542,2025-05-12,16,0,0,Indore,Madhya Pradesh
5543,2025-05-13,16,0,0,Indore,Madhya Pradesh
5544,2025-05-14,16,0,0,Indore,Madhya Pradesh
5545,2025-05-15,16,0,0,Indore,Madhya Pradesh
5546,2025-05-16,16,0,0,Indore,Madhya Pradesh
5547,2025-05-17,16,0,0,Indore,Madhya Pradesh
5548,2025-05-18,16,0,0,Indore,Madhya Pradesh
5549,2025-05-20,16,0,0,Indore,Madhya Pradesh
5550,2025-05-21,16,0,0,Indore,Madhya Pradesh
5551,2025-05-22,16,0,0,Indore,Madhya Pradesh
5552,2025-05-23,16,0,0,Indore,Madhya Pradesh
5553,2025-05-24,16,0,0,Indore,Madhya Pradesh
5554,2025-05-25,16,0,0,Indore,Madhya Pradesh
5555,2025-05-26,16,0,0,Indore,Madhya Pradesh
5556,2025-05-27,16,0,0,Indore,Madhya Pradesh
5557,2025-05-28,16,0,0,Indore,Madhya Pradesh
5558,2025-05-29,16,0,0,Indore,Madhya Pradesh
5559,2025-05-30,16,0,0,Indore,Madhya Pradesh
5560,2025-05-31,16,0,0,Indore,Madhya Pradesh
5561,2025-06-01,16,0,0,Indore,Madhya Pradesh
5562,2025-06-02,16,0,0,Indore,Madhya Pradesh
5563,2025-06-03,16,0,0,Indore,Madhya Pradesh
5564,2025-06-04,16,0,0,Indore,Madhya Pradesh
5565,2025-06-05,16,0,0,Indore,Madhya Pradesh
5566,2025-06-06,16,0,0,Indore,Madhya Pradesh
5567,2025-06-07,16,0,0,Indore,Madhya Pradesh
5568,2025-06-08,16,0,0,Indore,Madhya Pradesh
5569,2025-06-09,16,0,0,Indore,Madhya Pradesh
5570,2025-06-10,16,0,0,Indore,Madhya Pradesh
5571,2025-06-11,16,1,1,Indore,Madhya Pradesh
5572,2025-06-12,16,0,0,Indore,Madhya Pradesh
5573,2025-06-13,16,0,0,Indore,Madhya Pradesh
5574,2025-06-14,16,0,0,Indore,Madhya Pradesh
5575,2025-06-15,16,0,0,Indore,Madhya Pradesh
5576,2025-06-16,16,0,0,Indore,Madhya Pradesh
5577,2025-06-17,16,0,0,Indore,Madhya Pradesh
5578,2025-06-18,16,0,0,Indore,Madhya Pradesh
5579,2025-06-19,16,0,0,Indore,Madhya Pradesh
5580,2025-06-20,16,0,0,Indore,Madhya Pradesh
5581,2025-06-21,16,0,0,Indore,Madhya Pradesh
5582,2025-06-22,16,0,0,Indore,Madhya Pradesh
5583,2025-06-23,16,0,0,Indore,Madhya Pradesh
5584,2025-06-24,16,0,0,Indore,Madhya Pradesh
5585,2025-06-25,16,0,0,Indore,Madhya Pradesh
5586,2025-06-26,16,0,0,Indore,Madhya Pradesh
5587,2025-06-27,16,0,0,Indore,Madhya Pradesh
5588,2025-06-28,16,0,0,Indore,Madhya Pradesh
5589,2025-06-29,16,0,0,Indore,Madhya Pradesh
5590,2025-06-30,16,0,0,Indore,Madhya Pradesh
5591,2025-07-01,16,0,0,Indore,Madhya Pradesh
5592,2025-07-02,16,0,0,Indore,Madhya Pradesh
5593,2025-07-03,16,0,0,Indore,Madhya Pradesh
5594,2025-07-04,16,0,0,Indore,Madhya Pradesh
5595,2025-07-05,16,0,0,Indore,Madhya Pradesh
5596,2025-07-06,16,0,0,Indore,Madhya Pradesh
5597,2025-07-07,16,0,0,Indore,Madhya Pradesh
5598,2025-07-08,16,0,0,Indore,Madhya Pradesh
5599,2025-07-09,16,0,0,Indore,Madhya Pradesh
5600,2025-07-10,16,0,0,Indore,Madhya Pradesh
5601,2025-07-11,16,0,0,Indore,Madhya Pradesh
5602,2025-07-12,16,0,0,Indore,Madhya Pradesh
5603,2025-07-13,16,0,0,Indore,Madhya Pradesh
5604,2025-07-14,16,0,0,Indore,Madhya Pradesh
5605,2025-07-15,16,0,0,Indore,Madhya Pradesh
5606,2025-07-16,16,0,0,Indore,Madhya Pradesh
5607,2025-07-17,16,0,0,Indore,Madhya Pradesh
5608,2025-07-18,16,0,0,Indore,Madhya Pradesh
5609,2025-07-19,16,0,0,Indore,Madhya Pradesh
5610,2025-07-20,16,0,0,Indore,Madhya Pradesh
5611,2025-07-21,16,0,0,Indore,Madhya Pradesh
5612,2025-07-22,16,0,0,Indore,Madhya Pradesh
5613,2025-07-23,16,0,0,Indore,Madhya Pradesh
5614,2025-07-24,16,0,0,Indore,Madhya Pradesh
5615,2025-07-25,16,0,0,Indore,Madhya Pradesh
5616,2025-07-26,16,0,0,Indore,Madhya Pradesh
5617,2025-07-27,16,0,0,Indore,Madhya Pradesh
5618,2025-07-28,16,0,0,Indore,Madhya Pradesh
5619,2025-07-29,16,0,0,Indore,Madhya Pradesh
5620,2025-07-30,16,0,0,Indore,Madhya Pradesh
5621,2025-07-31,16,0,0,Indore,Madhya Pradesh
5622,2025-08-01,16,0,0,Indore,Madhya Pradesh
5623,2025-08-02,16,0,0,Indore,Madhya Pradesh
5624,2025-08-03,16,0,0,Indore,Madhya Pradesh
5625,2025-08-04,16,0,0,Indore,Madhya Pradesh
5626,2025-08-05,16,0,0,Indore,Madhya Pradesh
5627,2025-08-06,16,0,0,Indore,Madhya Pradesh
5628,2025-08-08,16,0,0,Indore,Madhya Pradesh
5629,2025-08-09,16,0,0,Indore,Madhya Pradesh
5630,2025-08-10,16,0,0,Indore,Madhya Pradesh
5631,2025-08-11,16,0,0,Indore,Madhya Pradesh
5632,2025-08-12,16,0,0,Indore,Madhya Pradesh
5633,2025-08-13,16,1,1,Indore,Madhya Pradesh
5634,2025-08-14,16,0,0,Indore,Madhya Pradesh
5635,2025-08-15,16,0,0,Indore,Madhya Pradesh
5636,2025-08-16,16,0,0,Indore,Madhya Pradesh
5637,2025-08-17,16,0,0,Indore,Madhya Pradesh
5638,2025-08-18,16,0,0,Indore,Madhya Pradesh
5639,2025-08-19,16,0,0,Indore,Madhya Pradesh
5640,2025-08-20,16,0,0,Indore,Madhya Pradesh
5641,2025-08-21,16,0,0,Indore,Madhya Pradesh
5642,2025-08-22,16,0,0,Indore,Madhya Pradesh
5643,2025-08-23,16,0,0,Indore,Madhya Pradesh
5644,2025-08-24,16,0,0,Indore,Madhya Pradesh
5645,2025-08-25,16,0,0,Indore,Madhya Pradesh
5646,2025-08-26,16,0,0,Indore,Madhya Pradesh
5647,2025-08-27,16,0,0,Indore,Madhya Pradesh
5648,2025-08-28,16,0,0,Indore,Madhya Pradesh
5649,2025-08-29,16,0,0,Indore,Madhya Pradesh
5650,2025-08-30,16,0,0,Indore,Madhya Pradesh
5651,2025-08-31,16,0,0,Indore,Madhya Pradesh
5652,2025-09-01,16,0,0,Indore,Madhya Pradesh
5653,2025-09-02,16,0,0,Indore,Madhya Pradesh
5654,2025-09-03,16,0,0,Indore,Madhya Pradesh
5655,2025-09-04,16,0,0,Indore,Madhya Pradesh
5656,2025-09-05,16,0,0,Indore,Madhya Pradesh
5657,2025-09-07,16,0,0,Indore,Madhya Pradesh
5658,2025-09-08,16,0,0,Indore,Madhya Pradesh
5659,2025-09-09,16,0,0,Indore,Madhya Pradesh
5660,2025-09-10,16,0,0,Indore,Madhya Pradesh
5661,2025-09-11,16,0,0,Indore,Madhya Pradesh
5662,2025-09-12,16,0,0,Indore,Madhya Pradesh
5663,2025-09-13,16,0,0,Indore,Madhya Pradesh
5664,2025-09-14,16,0,0,Indore,Madhya Pradesh
5665,2025-09-15,16,0,0,Indore,Madhya Pradesh
5666,2025-09-16,16,0,0,Indore,Madhya Pradesh
5667,2025-09-17,16,0,0,Indore,Madhya Pradesh
5668,2025-09-18,16,0,0,Indore,Madhya Pradesh
5669,2025-09-19,16,0,0,Indore,Madhya Pradesh
5670,2025-09-20,16,0,0,Indore,Madhya Pradesh
5671,2025-09-21,16,0,0,Indore,Madhya Pradesh
5672,2025-09-22,16,0,0,Indore,Madhya Pradesh
5673,2025-09-23,16,0,0,Indore,Madhya Pradesh
5674,2025-09-24,16,0,0,Indore,Madhya Pradesh
5675,2025-09-25,16,0,0,Indore,Madhya Pradesh
5676,2025-09-26,16,0,0,Indore,Madhya Pradesh
5677,2025-09-27,16,0,0,Indore,Madhya Pradesh
5678,2025-09-28,16,0,0,Indore,Madhya Pradesh
5679,2025-09-29,16,0,0,Indore,Madhya Pradesh
5680,2025-09-30,16,0,0,Indore,Madhya Pradesh
5681,2025-10-01,16,0,0,Indore,Madhya Pradesh
5682,2025-10-02,16,0,0,Indore,Madhya Pradesh
5683,2025-10-03,16,0,0,Indore,Madhya Pradesh
5684,2025-10-04,16,0,0,Indore,Madhya Pradesh
5685,2025-10-05,16,0,0,Indore,Madhya Pradesh
5686,2025-10-06,16,0,0,Indore,Madhya Pradesh
5687,2025-10-07,16,0,0,Indore,Madhya Pradesh
5688,2025-10-08,16,0,0,Indore,Madhya Pradesh
5689,2025-10-09,16,0,0,Indore,Madhya Pradesh
5690,2025-10-10,16,0,0,Indore,Madhya Pradesh
5691,2025-10-11,16,0,0,Indore,Madhya Pradesh
5692,2025-10-12,16,0,0,Indore,Madhya Pradesh
5693,2025-10-13,16,0,0,Indore,Madhya Pradesh
5694,2025-10-14,16,0,0,Indore,Madhya Pradesh
5695,2025-10-15,16,0,0,Indore,Madhya Pradesh
5696,2025-10-16,16,0,0,Indore,Madhya Pradesh
5697,2025-10-17,16,0,0,Indore,Madhya Pradesh
5698,2025-10-19,16,0,0,Indore,Madhya Pradesh
5699,2025-10-20,16,0,0,Indore,Madhya Pradesh
5700,2025-10-21,16,0,0,Indore,Madhya Pradesh
5701,2025-10-22,16,0,0,Indore,Madhya Pradesh
5702,2025-10-23,16,0,0,Indore,Madhya Pradesh
5703,2025-10-24,16,0,0,Indore,Madhya Pradesh
5704,2025-10-25,16,0,0,Indore,Madhya Pradesh
5705,2025-10-26,16,0,0,Indore,Madhya Pradesh
5706,2025-10-27,16,0,0,Indore,Madhya Pradesh
5707,2025-10-28,16,0,0,Indore,Madhya Pradesh
5708,2025-10-29,16,0,0,Indore,Madhya Pradesh
5709,2025-10-30,16,0,0,Indore,Madhya Pradesh
5710,2025-10-31,16,0,0,Indore,Madhya Pradesh
5711,2025-11-01,16,0,0,Indore,Madhya Pradesh
5712,2025-11-02,16,0,0,Indore,Madhya Pradesh
5713,2025-11-03,16,0,0,Indore,Madhya Pradesh
5714,2025-11-04,16,0,0,Indore,Madhya Pradesh
5715,2025-11-05,16,0,0,Indore,Madhya Pradesh
5716,2025-11-06,16,0,0,Indore,Madhya Pradesh
5717,2025-11-07,16,0,0,Indore,Madhya Pradesh
5718,2025-11-08,16,0,0,Indore,Madhya Pradesh
5719,2025-11-09,16,0,0,Indore,Madhya Pradesh
5720,2025-11-10,16,0,0,Indore,Madhya Pradesh
5721,2025-11-11,16,0,0,Indore,Madhya Pradesh
5722,2025-11-12,16,0,0,Indore,Madhya Pradesh
5723,2025-11-13,16,0,0,Indore,Madhya Pradesh
5724,2025-11-14,16,0,0,Indore,Madhya Pradesh
5725,2025-11-15,16,0,0,Indore,Madhya Pradesh
5726,2025-11-16,16,0,0,Indore,Madhya Pradesh
5727,2025-11-17,16,0,0,Indore,Madhya Pradesh
5728,2025-11-18,16,0,0,Indore,Madhya Pradesh
5729,2025-11-19,16,0,0,Indore,Madhya Pradesh
5730,2025-11-20,16,0,0,Indore,Madhya Pradesh
5731,2025-11-21,16,0,0,Indore,Madhya Pradesh
5732,2025-11-22,16,0,0,Indore,Madhya Pradesh
5733,2025-11-23,16,1,1,Indore,Madhya Pradesh
5734,2025-11-24,16,0,0,Indore,Madhya Pradesh
5735,2025-11-25,16,0,0,Indore,Madhya Pradesh
5736,2025-11-26,16,0,0,Indore,Madhya Pradesh
5737,2025-11-27,16,0,0,Indore,Madhya Pradesh
5738,2025-11-28,16,0,0,Indore,Madhya Pradesh
5739,2025-11-29,16,0,0,Indore,Madhya Pradesh
5740,2025-11-30,16,0,0,Indore,Madhya Pradesh
5741,2025-12-01,16,0,0,Indore,Madhya Pradesh
5742,2025-12-02,16,0,0,Indore,Madhya Pradesh
5743,2025-12-03,16,0,0,Indore,Madhya Pradesh
5744,2025-12-04,16,0,0,Indore,Madhya Pradesh
5745,2025-12-05,16,0,0,Indore,Madhya Pradesh
5746,2025-12-06,16,0,0,Indore,Madhya Pradesh
5747,2025-12-07,16,0,0,Indore,Madhya Pradesh
5748,2025-12-08,16,0,0,Indore,Madhya Pradesh
5749,2025-12-09,16,0,0,Indore,Madhya Pradesh
5750,2025-12-10,16,0,0,Indore,Madhya Pradesh
5751,2025-12-11,16,0,0,Indore,Madhya Pradesh
5752,2025-12-12,16,0,0,Indore,Madhya Pradesh
5753,2025-12-13,16,0,0,Indore,Madhya Pradesh
5754,2025-12-14,16,0,0,Indore,Madhya Pradesh
5755,2025-12-15,16,0,0,Indore,Madhya Pradesh
5756,2025-12-16,16,0,0,Indore,Madhya Pradesh
5757,2025-12-17,16,0,0,Indore,Madhya Pradesh
5758,2025-12-18,16,0,0,Indore,Madhya Pradesh
5759,2025-12-19,16,0,0,Indore,Madhya Pradesh
5760,2025-12-20,16,0,0,Indore,Madhya Pradesh
5761,2025-12-21,16,0,0,Indore,Madhya Pradesh
5762,2025-12-22,16,0,0,Indore,Madhya Pradesh
5763,2025-12-23,16,0,0,Indore,Madhya Pradesh
5764,2025-12-24,16,0,0,Indore,Madhya Pradesh
5765,2025-12-25,16,0,0,Indore,Madhya Pradesh
5766,2025-12-26,16,0,0,Indore,Madhya Pradesh
5767,2025-12-27,16,0,0,Indore,Madhya Pradesh
5768,2025-12-28,16,0,0,Indore,Madhya Pradesh
5769,2025-12-29,16,0,0,Indore,Madhya Pradesh
5770,2025-12-30,16,0,0,Indore,Madhya Pradesh
5771,2025-12-31,16,0,0,Indore,Madhya Pradesh
5772,2025-01-01,17,0,0,Ludhiana,Punjab
5773,2025-01-02,17,0,0,Ludhiana,Punjab
5774,2025-01-03,17,0,0,Ludhiana,Punjab
5775,2025-01-04,17,0,0,Ludhiana,Punjab
5776,2025-01-05,17,0,0,Ludhiana,Punjab
5777,2025-01-07,17,0,0,Ludhiana,Punjab
5778,2025-01-08,17,0,0,Ludhiana,Punjab
5779,2025-01-09,17,0,0,Ludhiana,Punjab
5780,2025-01-10,17,0,0,Ludhiana,Punjab
5781,2025-01-11,17,0,0,Ludhiana,Punjab
5782,2025-01-12,17,0,0,Ludhiana,Punjab
5783,2025-01-13,17,0,0,Ludhiana,Punjab
5784,2025-01-14,17,0,0,Ludhiana,Punjab
5785,2025-01-15,17,0,0,Ludhiana,Punjab
5786,2025-01-16,17,0,0,Ludhiana,Punjab
5787,2025-01-17,17,0,0,Ludhiana,Punjab
5788,2025-01-18,17,0,0,Ludhiana,Punjab
5789,2025-01-19,17,0,0,Ludhiana,Punjab
5790,2025-01-20,17,0,0,Ludhiana,Punjab
5791,2025-01-21,17,0,0,Ludhiana,Punjab
5792,2025-01-23,17,0,0,Ludhiana,Punjab
5793,2025-01-24,17,0,0,Ludhiana,Punjab
5794,2025-01-25,17,0,0,Ludhiana,Punjab
5795,2025-01-26,17,0,0,Ludhiana,Punjab
5796,2025-01-27,17,0,0,Ludhiana,Punjab
5797,2025-01-28,17,0,0,Ludhiana,Punjab
5798,2025-01-29,17,0,0,Ludhiana,Punjab
5799,2025-01-30,17,0,0,Ludhiana,Punjab
5800,2025-01-31,17,0,0,Ludhiana,Punjab
5801,2025-02-01,17,0,0,Ludhiana,Punjab
5802,2025-02-02,17,0,0,Ludhiana,Punjab
5803,2025-02-03,17,0,0,Ludhiana,Punjab
5804,2025-02-04,17,0,0,Ludhiana,Punjab
5805,2025-02-05,17,0,0,Ludhiana,Punjab
5806,2025-02-06,17,0,0,Ludhiana,Punjab
5807,2025-02-07,17,0,0,Ludhiana,Punjab
5808,2025-02-08,17,0,0,Ludhiana,Punjab
5809,2025-02-09,17,0,0,Ludhiana,Punjab
5810,2025-02-10,17,0,0,Ludhiana,Punjab
5811,2025-02-11,17,0,0,Ludhiana,Punjab
5812,2025-02-12,17,0,0,Ludhiana,Punjab
5813,2025-02-13,17,0,0,Ludhiana,Punjab
5814,2025-02-14,17,0,0,Ludhiana,Punjab
5815,2025-02-15,17,0,0,Ludhiana,Punjab
5816,2025-02-16,17,0,0,Ludhiana,Punjab
5817,2025-02-17,17,0,0,Ludhiana,Punjab
5818,2025-02-18,17,0,0,Ludhiana,Punjab
5819,2025-02-19,17,0,0,Ludhiana,Punjab
5820,2025-02-20,17,0,0,Ludhiana,Punjab
5821,2025-02-21,17,0,0,Ludhiana,Punjab
5822,2025-02-22,17,0,0,Ludhiana,Punjab
5823,2025-02-23,17,0,0,Ludhiana,Punjab
5824,2025-02-24,17,0,0,Ludhiana,Punjab
5825,2025-02-25,17,0,0,Ludhiana,Punjab
5826,2025-02-26,17,0,0,Ludhiana,Punjab
5827,2025-02-27,17,0,0,Ludhiana,Punjab
5828,2025-02-28,17,0,0,Ludhiana,Punjab
5829,2025-03-01,17,0,0,Ludhiana,Punjab
5830,2025-03-02,17,0,0,Ludhiana,Punjab
5831,2025-03-03,17,0,0,Ludhiana,Punjab
5832,2025-03-04,17,0,0,Ludhiana,Punjab
5833,2025-03-05,17,0,0,Ludhiana,Punjab
5834,2025-03-06,17,0,0,Ludhiana,Punjab
5835,2025-03-07,17,0,0,Ludhiana,Punjab
5836,2025-03-09,17,0,0,Ludhiana,Punjab
5837,2025-03-10,17,0,0,Ludhiana,Punjab
5838,2025-03-11,17,0,0,Ludhiana,Punjab
5839,2025-03-12,17,0,0,Ludhiana,Punjab
5840,2025-03-13,17,0,0,Ludhiana,Punjab
5841,2025-03-14,17,0,0,Ludhiana,Punjab
5842,2025-03-15,17,0,0,Ludhiana,Punjab
5843,2025-03-16,17,0,0,Ludhiana,Punjab
5844,2025-03-17,17,0,0,Ludhiana,Punjab
5845,2025-03-18,17,0,0,Ludhiana,Punjab
5846,2025-03-19,17,0,0,Ludhiana,Punjab
5847,2025-03-20,17,0,0,Ludhiana,Punjab
5848,2025-03-21,17,0,0,Ludhiana,Punjab
5849,2025-03-22,17,0,0,Ludhiana,Punjab
5850,2025-03-23,17,0,0,Ludhiana,Punjab
5851,2025-03-24,17,0,0,Ludhiana,Punjab
5852,2025-03-25,17,0,0,Ludhiana,Punjab
5853,2025-03-26,17,0,0,Ludhiana,Punjab
5854,2025-03-27,17,0,0,Ludhiana,Punjab
5855,2025-03-28,17,0,0,Ludhiana,Punjab
5856,2025-03-29,17,0,0,Ludhiana,Punjab
5857,2025-03-30,17,0,0,Ludhiana,Punjab
5858,2025-03-31,17,0,0,Ludhiana,Punjab
5859,2025-04-01,17,0,0,Ludhiana,Punjab
